"N°","Institucion","Departamento","Provincia","Distrito","Representante","Sector"
"471","Caritas Ayacucho","Ayacucho","Huamanga","Ayacucho","Jose Miguel,  Piñeiro Garcia Calderon","Educacion/Turismo/"
"","","","","","Pinco Velarde,  Jorge",""
"472","Caritas Caraveli","Ica","Nazca","Vista Alegre","Quispe Allccarima,  Juan","Agricultura/Justicia/Mujer Y Desarrollo Social/Salud/"
"473","Caritas Chiclayo","Lambayeque","Chiclayo","Pimentel","Prevost,  Robert Francis","Agricultura/"
"474","Caritas Chota","Cajamarca","Chota","Chota","Alarcon Ahumada,  Gregorio Francisco"," Mujer Y Poblaciones Vulnerables/"
"475","Caritas De Huaraz","Ancash","Huaraz","Independencia","Gross Porras,  Giovanna Irene","Mujer Y Desarrollo Social/"
"476","Caritas del Perú","Lima","Callao","Callao","Serpa Carlos,  Fanny Patricia","Agricultura/Industria/Salud/"
"","","","","","Alarcon Urrutia,  Richard Daniel",""
"","","","","","Mendoza Medina,  Ramiro Benjamin",""
"477","Caritas Del Vicariato Apostolico De Yurimaguas","Loreto","Alto Amazonas","Yurimaguas","Linares Santoyo,  Lizt Carla","Educacion/Comercio/Trabajo Y Promocion Social/Otros/"
"478","Caritas Diocesana De Arequipa","Arequipa","Arequipa","Arequipa","Del Rio Alba,  Javier Augusto","Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"","","","","","Arriaga Pacheco,  Cesar",""
"479","Caritas Diocesana De Huancavelica ","Huancavelica","Huancavelica","Huancavelica","Silvera Malpartida,  Franny Angela","Agricultura/"
"480","Caritas Diocesana De Iquitos","Loreto","Maynas","Iquitos","Vallinas Alvarez,  Victoriano","Agricultura/Salud/"
"481","Caritas Huanuco","Huánuco","Huanuco","Huanuco","Carrasco Cespedes,  Edwars Orlando","Produccion/"
"","","","","","Menor Vargas,  Neri",""
"482","Caritas Huari","Ancash","Huari","Huari","Baldi Gaburri,  Ivo","Agricultura/Educacion/"
"483","Caritas Ica","Ica","Ica","Ica","Vera Colona,  Hector Eduardo","Agricultura/Justicia/Salud/"
"484","Caritas Jaen","Cajamarca","Jaen","Jaen","Alarcon Cubas,  Gerardo","Mujer Y Desarrollo Social/Trabajo Y Promocion Social/"
"485","Caritas Madre De Dios","Madre De Dios","Tambopata","Tambopata","Martinez De Aguirre Guinea,  David","Educacion/"
"486","Caritas San Jose Del Amazonas","Loreto","Maynas","Punchana","Travieso Martin,  Jose Javier","Agricultura/Mujer Y Desarrollo Social/"
"","","","","","Navarro Valle,  Victor Alberto",""
"487","Caritas Selva Central","Junín","Satipo","Satipo","Bernuy Jaramillo,  Wolmar Yovanny"," Mujer Y Poblaciones Vulnerables/"
"488","Casa del Aguila","Cusco","Anta","Limatambo","Mantooth,  Michael Gregory","Educacion/Salud/"
"","","","","","Gonzales Delgado,  Jaime Cahuide",""
"489","Casa Hogar Angel Gabriel S.I.T.","Piura","Piura","Castilla","Vasquez Garcia,  Silvana Katherine"," Mujer Y Poblaciones Vulnerables/"
"490","Católicas por el Derecho a Decidir-Perú","Lima","Lima","Lima","Dieguez Monzon,  Gioconda Liddeth","Justicia/Salud/"
"491","Center For Development","Lima","Lima","Santiago De Surco","Del Busto Quiñones,  Jaime Ramon"," Mujer Y Poblaciones Vulnerables/Presidencia Del Consejo De Ministros/"
"492","Center For Research In Environmental Health - Centro Para La Investigacion En Salud Ambiental - Creeh Peru","Lima","Lima","Jesus Maria","Ponce Canchihuaman,  Johny Cesar","Ambiente/Salud/"
"493","Central Ashaninka Del Rio Ene","Junín","Satipo","Satipo","Buendia Mentosquiari,  Ruth Zenaida","Agricultura/Justicia/Mujer Y Desarrollo Social/Pcm/Otros/"
"494","Central de Organizaciones Productoras de Café y Cacao del Perú - Café Perú","Lima","Lima","Lima","Fundes Buleje,  Geni","Agricultura/"
"495","Central Peruana de Servicios","Piura","Piura","Piura","Fung Sanchez,  Elsa Teodora","Agricultura/Educacion/Comercio/Trabajo Y Promocion Social/Vivienda Y Construccion/Pcm/Otros/"
"496","Central Piurana de Cafetaleros","Piura","Piura","Castilla","Lopez Ticliahuanca,  Wilfredo","Agricultura/"
"497","Central Promotora del Cambio y el Desarrollo Peruano","Lima","Lima","Miraflores","Pachas Arias,  Maria Leonor","PCM/"
"498","Centro Alternativo de Acción para el Desarrollo Sostenible de la Libertad","La Libertad","Trujillo","Trujillo","Velasquez Alva,  Maria Elena","Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/"
"499","Centro Alternativo para el Desarrollo Social","Lima","Huaura","Huacho","Urbano Franco,  Victor Andres","Mujer Y Poblaciones Vulnerables/Comercio Exterior Y Turismo/Trabajo Y Promoción Del Empleo/"
"500","Centro Amazónico de Antropología y Aplicación Práctica","Lima","Lima","Magdalena Del Mar","Vega Diaz,  Ismael Antonio","Educacion/Justicia/"
"501","Centro Andino de Educación y Promoción José María Arguedas","Cusco","Cusco","Cusco","Alvarez Ponce De Leon,  Carmen Rosario","Educacion/Mujer Y Desarrollo Social/Salud/Pcm/"
"502","Centro Ann Sullivan del Perú","Lima","Lima","San Miguel","Mayo Ortega,  Yolanda Liliana","Educacion/"
"503","Centro Asistencial Integral Arequipa                                                                                    ","Arequipa","Arequipa","Jose Luis Bustamante Y Rivero","Pacheco Sanchez,  Abel Patricio","Salud/"
"504","Centro Capacitación Agraria de La Nación Andina","Ayacucho","Huanta","Huanta","Loaiza Orejon,  Walter"," Producción/Agricultura Y Riego/Vivienda, Construcción Y Saneamiento/"
"505","Centro Complejo Laboral del Minusvalido - Cecomlamin","Lima","Lima","Villa El Salvador","Cardenas Ayala,  Aurea","Mujer Y Desarrollo Social/"
"506","Centro Cristiano de Educacion Y Desarrollo Social (C.E.D.S)","La Libertad","Trujillo","Trujillo","Salirrosas Luna,  Mariano"," Cultura/ Mujer Y Poblaciones Vulnerables/Desarrollo E Inclusión Social/"
"507","Centro Cultural Nosotros","Lima","Lima","Jesus Maria","Reategui Espinoza,  Myriam","Educacion/Mujer Y Desarrollo Social/"
"508","Centro Cultural Peru - Sican","Loreto","Maynas","Iquitos","Ugaz Aguinaga,  Dolliveth Lucero","Educacion/Mujer Y Desarrollo Social/ Cultura/"
"509","Centro De  Estudios Desarrollo Solidaridad Y Democracia","Lima","Lima","Santiago De Surco","Arnao Laos,  Segundo Aurelio","Educacion/"
"510","Centro De Accion Social Tecnica Y De Capacitacion","Ancash","Huaraz","Independencia","Oroya Ramirez,  Teresa Angelica","Educacion/Transportes/"
"511","Centro De Alto Rendimiento Deportivo Pedro Sandoval Boudri","Lima","Lima","Lince","Sandoval Bourdi,  Pedro"," Mujer Y Poblaciones Vulnerables/"
"512","Centro De Apoyo A Niños/As Adolescentes Trabajadores","Piura","Piura","Piura","Hernandez Astudillo,  Juan","Mujer Y Desarrollo Social/Salud/"
"513","Centro De Apoyo Al Desarrollo Agro-Socio Economico","La Libertad","Trujillo","Trujillo","Cosavalente Moza,  Francisco","Agricultura/"
"514","Centro de Apoyo al Desarrollo Humano y Mitigación de la Pobreza en Perú","Lima","Lima","Ate","Terranova Rodriguez,  Florentino","Agricultura/Educacion/Salud/"
"515","Centro de Apoyo Armonización Salud y Cultura ""Splendor"" Casa Hogar para la Tercera Edad","Lima","Lima","Los Olivos","Castillo Herrera,  Laura Del Carmen","Salud/"
"516","Centro de Apoyo Capacitación y Asistencia para El Perú","Piura","Piura","Piura","Gemin Chavez,  Jose Jesus","Mujer Y Desarrollo Social/Salud/"
"517","Centro de Apoyo e Investigación para el Desarrollo Campesino","Puno","Puno","Puno","Salas Sevilla,  Hoscar Percy","Agricultura/Educacion/Industria/Trabajo Y Promocion Social/Pcm/Otros/"
"518","Centro de Apoyo Rural","Junín","Huancayo","Huancayo","Orrego Bejarano,  Oscar Renato","Agricultura/"
"519","Centro de Apoyo y Desarrollo Empresarial ""CEADE""","Junín","Huancayo","Huancayo","Benites Herrera,  Jhony"," Mujer Y Poblaciones Vulnerables/Agricultura Y Riego/"
"520","Centro de Asesoría, Investigación y Promoción Humana","Lima","Callao","Ventanilla","Muñoz Almenerio,  Guillermo Alberto"," Mujer Y Poblaciones Vulnerables/Educacion/"
"521","Centro de Atención Psicosocial - CAPS","Lima","Lima","Jesus Maria","Perez Clara,  Yovana","Educacion/Salud/Trabajo Y Promocion Social/Otros/"
"522","Centro de Atención y Educación a la Familia - CAEF","La Libertad","Trujillo","Moche","Melendez Villalobos,  Maria Jose"," Mujer Y Poblaciones Vulnerables/"
"","","","","","Villalobos Vargas,  Teresa Judith",""
"523","Centro de Atención y Promoción Social","Junín","Huancayo","El Tambo","Claros Astete,  Maria","Otros/"
"524","Centro de Biodiversidad y Desarrollo Agrario La Molina ""BIDA""","Lima","Lima","Ate","Huaringa Joaquin,  Bartolucce Eisenhowen"," Mujer Y Poblaciones Vulnerables/"
"525","Centro de Capacitación Campesina de Puno                                                                                ","Puno","Puno","Puno","Calle De Vega,  Maria Victoria","Agricultura/Pcm/"
"526","Centro de Capacitación en Oficios para la Mujer","San Martín","San Martin","Morales","Ramirez Cacique,  Llerme","Mujer Y Desarrollo Social/"
"527","Centro de Capacitación Evangelico Jesús El Maestro","Lambayeque","Chiclayo","Chiclayo","Montalban Zeña,  Rodrigo","Agricultura Y Riego/Educacion/"
"528","Centro de Capacitación J.M. Arguedianos","Junín","Huancayo","El Tambo","Soto Sulca,  Ricaro Walter","Educacion/Mujer Y Desarrollo Social/"
"529","Centro de Capacitación y Asesoría Microempresarial Arariwa Ayni","Cusco","Cusco","Wanchaq","Azpur Azpur,  Javier","Producción/Ambiente/Desarrollo e Inclusión Social/Educacion/Transportes y Comunicaciones/"
"530","Centro de Capacitacion y Desarrollo Social Peruano","Lima","Lima","Carabayllo","Pereyra Peña,  Fortunato","Agricultura/Mujer Y Desarrollo Social/Salud/"
"531","Centro de Comunicación Amakella                                                                                         ","Arequipa","Arequipa","Arequipa","Condori Chambilla,  Cipriano Hugo","Educacion/Salud/Comunicaciones/PCM/"
"532","Centro de Comunicación e Investigación Aplicada Mujer y Sociedad                                                        ","Lima","Lima","Miraflores","Hernandez Aguilar,  Zoila","Industria/Salud/Comunicaciones/"
"533","Centro de Conservación, Investigación y Manejo de Áreas Naturales - Cordillera Azul","Lima","Lima","Miraflores","Fernandez-Davila Messum,  Patricia Ivonne","Agricultura/"
"534","Centro de Desarrollo Agropecuario","Ayacucho","Huamanga","Ayacucho","Marquina Bernedo,  Dorgin Rodolfo","Agricultura/Mujer Y Desarrollo Social/"
"535","Centro de Desarrollo Ambiental Y Social","Puno","Puno","Puno","Lescano Rivero,  Alberto","Agricultura/"
"536","Centro de Desarrollo de Capacidades Institucionales Y Productivas","Cajamarca","Santa Cruz","Santa Cruz","Lopez Orozco,  Ilich Yasser","Agricultura/Industria/Produccion/PCM/"
"537","Centro de Desarrollo e Investigacion de la Selva Alta                                                                   ","San Martín","San Martin","Tarapoto","Rengifo Ruiz,  Cesar Guillermo","Agricultura/Industria/Comercio/Salud/Trabajo Y Promocion Social/Pcm/"
"538","Centro De Desarrollo Etnico Cedet","Lima","Lima","Breña","Bilbao Lobaton,  Oswaldo Felix","Educacion/Trabajo Y Promocion Social/Otros/"
"539","Centro De Desarrollo Integral De Comunidades                                                                            ","Junín","Huancayo","El Tambo","Flores De Garay,  Irene","Agricultura/Salud/PCM/"
"","","","","","Quispe Rojas,  Guido Dario",""
"540","Centro de Desarrollo Integral para la Familia","Cusco","Cusco","Cusco","Quispe De Amaya,  Pascuala","Mujer Y Desarrollo Social/"
"541","Centro de Desarrollo Manos Solidarias","Huancavelica","Huancavelica","Huancavelica","Espinoza Abregu,  Jorge"," Mujer Y Poblaciones Vulnerables/Ambiente/Comercio Exterior Y Turismo/Educacion/"
"542","Centro de Desarrollo Rural Integral ""El Nazareno""","Piura","Morropon","Chulucanas","Cornejo Varona,  Manuel","Agricultura/Justicia/"
"543","Centro de Desarrollo Social Kuska Wiñasun - Kuska ONG","Junín","Huancayo","El Tambo","Muñoz Delgado,  Irma Esther","Agricultura/Educacion/Industria/Justicia/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/"
"544","Centro de Desarrollo Técnico Productivo                                                                                 ","Lima","Lima","Villa Maria Del Triunfo","Guillen Montañez De Quiroz,  Filomena","Industria/Trabajo Y Promocion Social/PCM/"
"545","Centro de Desarrollo Urbano y Rural","Lima","Lima","Miraflores","Yaranga Samame,  Juan","Agricultura/Industria/"
"546","Centro de Desarrollo y Asesoría Psicosocial","Lima","Lima","Miraflores","Filomeno Chavez,  Maria Emilia Bertha","Mujer Y Desarrollo Social/Salud/"
"547","Centro de Desarrollo y Capacitacion para El Progreso ","Lima","Lima","Miraflores","Cano Bermeo,  Marta","Agricultura/"
"548","Centro de Desarrollo y Democracia","Lima","Lima","Chaclacayo","Anapan Ciqueiros,  Luis Alberto","Otros/"
"549","Centro de Documentación y Desarrollo Regional Asociación Misioneros de la Resurreción","Lima","Lima","La Victoria","Nomberto Bazan,  Victor Raul","Transportes/Comunicaciones/"
"550","Centro de Ecología y Género - ECO                                                                                       ","Lambayeque","Chiclayo","Chiclayo","Vasquez Ampa,  Maria Dolores","Agricultura/Educacion/Salud/Trabajo Y Promocion Social/Otros/"
"551","Centro de Educación y Comunicación Guaman Poma de Ayala","Cusco","Cusco","Cusco","Nieto Degregori,  Luis Carlos","Agricultura/Industria/Salud/Comunicaciones/"
"552","Centro de Educación, Ecología, Asesoría y Servicios Forjando Progreso y Desarrollo","Lima","Lima","Comas","Reategui Pinedo De Saldaña,  Graciela","Mujer Y Desarrollo Social/PCM/"
"553","Centro de Emprendimiento e Innovacion para el Desarrollo Económico y Social Perú","La Libertad","Trujillo","Trujillo","Clavo Montenegro,  Maria Lucia","Mujer Y Poblaciones Vulnerables/Ambiente/Educacion/Salud/"
"554","Centro de Energia Renovable y Protección del Medio Ambiente ","Junín","Huancayo","El Tambo","Villagaray Zegarra,  Jose Luis","Agricultura/Ambiente/"
"555","Centro De Estudio, Asesoria Y Promocion Para El Desarrollo Andino Mi Pueblo","Tacna","Tacna","Tacna","Cutipa Cardenas,  Basilio Eliseo","Agricultura/Educacion/Comercio/Salud/Trabajo Y Promocion Social/Otros/"
"556","Centro de Estudios Arqueológicos Precolombinos  ","Ica","Nazca","Nazca","Giuseppe,  Orefici","Agricultura/Turismo/Trabajo Y Promocion Social/"
"557","Centro de Estudios Cristianos y Capacitación Popular                                                                    ","Arequipa","Arequipa","Cerro Colorado","Herrera Bejarano,  Ana Luz","Mujer y Desarrollo Social/Salud/PCM/"
"558","Centro de Estudios de Prevención, Tratamiento, Investigación y de Salud","Lima","Lima","Santiago De Surco","Coloma Vera,  Romulo Raul","Mujer Y Desarrollo Social/Salud/"
"559","Centro de Estudios de Problemas Económicos y Sociales de la Juventud                                                    ","Lima","Lima","Lince","Campos Guevara,  Julia Margarita","Educacion/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Pcm/"
"560","Centro de Estudios Económico Sociales y Medio Ambiente                                                                 ","La Libertad","Trujillo","Trujillo","Roeder Seminario,  Antonio","Agricultura/Industria/"
"561","Centro de Estudios para el Desarrollo Regional                                                                          ","Arequipa","Arequipa","Arequipa","Vilca Arhuiri,  Francisco Javier","Agricultura/Industria/Salud/"
"562","Centro de Estudios para el Desarrollo y la Participacion - CEDEP                                                                ","Lima","Lima","Magdalena Del Mar","Wong Carpio,  Felix","Agricultura/Industria/"
"563","Centro de Estudios para la Edificacion con Tierra y el Desarrollo Sostenible ","Lima","Lima","Santiago De Surco","De Olarte Tristan,  Jorge Luis","Agricultura/Educacion/Salud/Vivienda Y Construccion/"
"564","Centro de Estudios para la Prevencion y Corrección de Enfermedades Abdominales (Cepcea)","Piura","Piura","Piura","Moscol Campos,  Elizabeth","Desarrollo E Inclusión Social/Salud/"
"","","","","","Dedios La Madrid,  Carlos Edmundo",""
"565","Centro de Estudios para Proyectos de Desarrollo y Del Medio  Ambiente","Huánuco","Huanuco","Huanuco","Luquillas Puente,  Ela Renee","Agricultura/Educacion/Comercio/Mujer Y Desarrollo Social/Salud/Trabajo Y Promocion Social/Otros/"
"566","Centro de Estudios Regionales Andinos Bartolome de las Casas                                                            ","Cusco","Cusco","Cusco","Paucarmayta Tacuri,  Valerio","Agricultura/Salud/"
"567","Centro de Estudios Sociales Solidaridad                                                                             ","Lambayeque","Chiclayo","Chiclayo","Velez Castellanos,  Jose Emiliano","Agricultura/Salud/Trabajo Y Promocion Social/Otros/"
"568","Centro de Estudios Sociales y Publicaciones                                                                             ","Lima","Lima","Jesus Maria","Vasquez Gardini,  Ana Victoria","Mujer Y Desarrollo Social/Salud/Pcm/"
"","","","","","Ipince Zevallos,  Liliana Blanca Victoria",""
"569","Centro de Estudios y Desarrollo Económico para los Pueblos","Puno","San Roman","Juliaca","Mendoza Mamani,  Mauro","Salud/Vivienda Y Construccion/Pcm/"
